secuestrar,"to kidnap, to abduct",V,,
la felicitación,congratulation,N,f,
la medianoche,midnight,N,f,
confidencial,confidential ,Adj,,"kept, or meant to be kept, in secret"
la prisión,prison ,N,f,"a place or institution of confinement, especially of long-term confinement for those convicted of serious crimes or otherwise considered undesirable by the government"
el cargo,"charge, burden",N,m,
la tormenta,"storm, thunderstorm, lightning storm",N,f,
el alguacil,bailiff,N,m,
osar, to dare,V,,intransitive
el anuncio,announcement,N,m,
la cocaína,cocaine,N,f,
la objeción,objection,N,f,
la electricidad,electricity,N,f,
precisamente,precisely,Adv,,
el circo,circus ,N,m,a travelling company of performers
el esclavo,slave,N,m,
montar,to mount,V,,
la eternidad,eternity,N,f,
el modelo,model ,N,m,a successful example to be copied
"clínico, clínica",clinical,Adj,,
esforzar, to encourage,V,,transitive
hechizar, to enchant,V,,transitive
el globo,balloon,N,m,
el acto,act ,N,m,something done
la muerte,death ,N,f,the cessation of life
la camioneta,pick-up truck,N,f,
la asociación,association,N,f,
el plan,plan,N,m,
"preso, presa",imprisoned,Adj,,
"porno, porna", porno,Adj,,colloquial
encender,"to light, ignite",V,,
el baúl,"chest, trunk, footlocker, steamer trunk",N,m,
el condado,county ,N,m,land ruled by a count or countess
el paraíso,paradise,N,m,
"anciano, anciana", elderly,Adj,,of a person
el través," bend, turn",N,m,uncommon
la mala,female equivalent of malo,N,f,
discutir,"to discuss, to argue; to talk about",V,,
el naranjo,orange tree,N,m,
la diferencia,difference,N,f,
la declaración,statement,N,f,
el embargo,embargo,N,m,
"sentado, sentada",seated,Adj,,
afuera,"out, outside",Adv,,
ayudante,auxiliary,Adj,,
el hígado, liver,N,m,anatomy
"trasero, trasera","back, back-side, rear-side, posterior",Adj,,
el maquillaje,makeup,N,m,
"correcto, correcta","correct, right",Adj,,
la habilidad,"ability, skill",N,f,
explotar,to exploit,V,,
semejante,similar,Adj,,
la probabilidad,probability,N,f,
la profesora,female equivalent of profesor ,N,f,“teacher”
la recepción,reception,N,f,
culpable,"guilty, culpable",Adj,,
rogar," to beg, entreat, implore something",V,,"transitive, intransitive"
el registro,"registration, record",N,m,
la jovencita,female equivalent of jovencito; young lady,N,f,
"efectivo, efectiva",effective,Adj,,
la magia,magic,N,f,
socorrer,"to assist, to help, to succor, to aid",V,,
"cercano, cercana","near, nearby, close",Adj,,
"fabuloso, fabulosa"," fable, myth, legend; fabulous of or relating to fable, myth, or legend",Adj,,relational
la molestia,"trouble, nuisance, inconvenience, bother",N,f,
el miembro,member ,N,m,one who belongs to a group
retar,"to defy, challenge",V,,
la seguridad,"safety, security",N,f,
el comando,commando,N,m,
paciente,patient,Adj,,
"físico, física",physical,Adj,,
la hada,fairy,N,f,
detestar,"to detest, to loathe, to abominate",V,,
inocente,innocent,Adj,,
el anillo,ring,N,m,
cual," like, as, in the manner of",Adv,,"formal, literary"
el rastro,"sign, trace, vestige, scent",N,m,
el cristal,crystal,N,m,
el expediente," case, file",N,m,law
la impresión,impression,N,f,
"frito, frita",fried,Adj,,
la línea, line a straight path through two or more points,N,f,mathematics
el hierro,iron ,N,m,chemical element
el entrenamiento,"training, workout",N,m,
el revés,"back, reverse side",N,m,
cazador,hunting,Adj,,
el ministro,minister,N,m,
"dicho, dicha","mentioned, said, aforementioned",Adj,,
alegrar, to make happy,V,,transitive
"interno, interna",internal,Adj,,
alfombrar, to carpet,V,,transitive
el procedimiento,procedure,N,m,
anterior,"anterior in time, previous, earlier, former, past",Adj,,"in time,"
la justicia,justice,N,f,
"bastardo, bastarda",bastard,Adj,,
el vendedor,salesman,N,m,
desarollar,Misspelling of desarrollar. ,V,,to develop
miserable,miserable,Adj,,
"atractivo, atractiva",attractive,Adj,,
el brindis,toast ,N,m,"e.g., to one’s health"
"mágico, mágica","magic, magical",Adj,,
la data,date ,N,f,point of time at which a transaction or event takes place
la residencia,residence ,N,f,time spent living
imbécil," dumb, having the properties of an imbecile",Adj,,offensive
últimamente,"recently, lately",Adv,,
el acero,steel,N,m,
la confesión,confession,N,f,
el rostro, face the front part of the head,N,m,anatomy
cercar," to corral, fence, fence off",V,,transitive
tumbar," to knock over, tip make fall",V,,transitive
pulsar,to press ,V,,"a button, etc."
la enfermera,female equivalent of enfermero ,N,f,“nurse”
la gravedad,"seriousness, severity",N,f,
mutante,mutant,Adj,,
"soltero, soltera","single, unmarried",Adj,,
contratar,"to contract, to take on",V,,
la coincidencia,coincidence,N,f,
enamorar, to enamor,V,,transitive
el siglo,century,N,m,
pintar, to paint to apply paint to,V,,transitive
el misterio,"mystery, mysteriousness",N,m,
la alianza,alliance,N,f,
la política,politics ,N,f,activities associated with running a government or organisation
"rudo, ruda","rude, rough, crude, rugged",Adj,,
la autoridad, authority the power to enforce rules or give orders,N,f,uncountable
la alteza,highness ,N,f,the state of being high
"equivocado, equivocada","mistaken, wrong",Adj,,
la invitación,invitation,N,f,
prometer,to promise,V,,
despejar,"to clear, to remove",V,,
desgraciar,to disgrace,V,,
la consecuencia,consequence,N,f,
enterrar,to bury; to entomb,V,,
la teoría,theory,N,f,
la explosión,"explosion, blast, bang, burst, boom",N,f,
la atmósfera,atmosphere,N,f,
el carro,cart,N,m,
la responsabilidad,"responsibility, responsibleness",N,f,
tornear, to turn as on a lathe,V,,transitive
civil,civil ,Adj,,all senses
charlar," to chat, to chatter, to chitchat",V,,intransitive
apestar, to stink,V,,intransitive
la secretaria,female equivalent of secretario ,N,f,“secretary”
el estado,"country, land ",N,m,any broad area or territory
"favorito, favorita",favorite,Adj,,
moral,moral ,Adj,,relating to right and wrong
la raza,"race, ethnicity",N,f,
peligrar,to be in danger,V,,
la veras,truth; reality,N,f,
el cometido,mission,N,m,
la nueva,"news, novelty",N,f,
"tremendo, tremenda",tremendous,Adj,,
"serio, seria","serious, earnest, sober, solemn ",Adj,,without humor
"robado, robada",stolen,Adj,,
el apellido,"surname, last name",N,m,
atacar," to attack, to come at",V,,"transitive, intransitive"
"contrario, contraria","contrary, opposite",Adj,,
el oxígeno,oxygen,N,m,
el emperador,emperor,N,m,
la autorización,authorization,N,f,
pegar, to stick,V,,intransitive
cosechar,to harvest,V,,
"remoto, remota","remote, far-flung, ",Adj,,at a distance
indicar,"to indicate, signal, designate",V,,
"explosivo, explosiva",explosive,Adj,,
alegro,first-person singular present indicative of alegrar,V,,
apreciar, to appreciate to view as valuable,V,,transitive
el turno,turn chance to use  shared in sequence with others,N,m,something
"izquierdo, izquierda",left; on the left side or toward the left; the opposite of right,Adj,,
la formación,formation,N,f,
adorable,adorable,Adj,,
la fila,"line, row, rank, file",N,f,
ojalá,hopefully ,Adv,,I hope that
funeral,"funerary, funeral",Adj,,
cumplir,"to fulfil, to fulfill, to meet, to deliver ",V,,"e.g., requirements, prerequisites, promise, vow"
durar,to last,V,,
la teta,"boob , tit slightly vulgar, breast",N,f,colloquial
la clara,the white ,N,f,of an egg
el detalle,detail,N,m,
"mentiroso, mentirosa",having the qualities of a liar,Adj,,
la resistencia,resistance,N,f,
el lord,lord ,N,m,British title
embarazar," to impregnate, make pregnant",V,,transitive
el trono,throne,N,m,
el infarto,"heart attack, myocardial infarction",N,m,
"horario, horaria",hourly,Adj,,
el fotógrafo,photographer,N,m,
enfrentar,"transitive, reflexive to confront, to face, to stand up to, a person or force aggressively",V,,"transitive, reflexivea person or force aggressively"
la identificación,identification,N,f,
el vale,a voucher; an IOU,N,m,
el cirujano,surgeon,N,m,
contactar," to contact, to reach out to",V,,transitive with con
el asco,disgust,N,m,
la ubicación,position; location,N,f,
la misericordia,misericord,N,f,
el núcleo,nucleus,N,m,
el repente,"attack, upsurge",N,m,
aparte,"separate, apart",Adj,,
la generación,generation,N,f,
la prisa,"hurry, rush, urgency",N,f,
perdedor,losing,Adj,,
la porquería,"crap, trash, filth, junk, rubbish",N,f,
la fusión,fusion,N,f,
el delito,crime; offense,N,m,
almorzar, to eat lunch,V,,intransitive
"asesino, asesina","murderous, homicidal ",Adj,,"intending, or likely to commit murder"
virgen,virgin,Adj,,
"celoso, celosa",jealous,Adj,,
juntar," to combine, unite",V,,transitive
la venganza,vengeance,N,f,
temporal,temporal ,Adj,,of or relating to time
el suicidio,suicide ,N,m,the act of killing oneself
la tragedia,"tragedy, catastrophe",N,f,
la oscuridad,darkness,N,f,
arañar, to scratch,V,,transitive
la advertencia,warning,N,f,
el video, Alternative form of vídeo,N,m,Latin America
devolver,"to return, refund, restore, give back, hand back, bring back, send back etc.",V,,
sincronizar," to synchronize, to sync",V,,transitive
conversar," to talk, converse",V,,intransitive
inconsciente,unconscious,Adj,,
el cartel,"poster, placard, bill, banner",N,m,
enterar, to inform,V,,transitive
la guitarra,guitar,N,f,
casar," to marry, wed someone to unite two others in wedlock",V,,transitive
"esperado, esperada",expected,Adj,,
progresar,to progress,V,,
el rifle,rifle,N,m,
aguantar,"to hold, withhold, hold back, retain ",V,,"breath, urine"
el maricón," homosexual man, queer, faggot, fairy, effeminate man or boy, sissy",N,m,"derogatory, vulgar"
investigar,to research,V,,
"alternativo, alternativa",alternative,Adj,,
la colina, hill,N,f,geography
la campaña,campaign,N,f,
global,global ,Adj,,concerning all parts of the world
la fiebre,fever,N,f,
proteger,"to protect, to defend",V,,
el círculo,circle,N,m,
la heroína,heroine,N,f,
la debilidad,"debility, weakness",N,f,
la compasión,compassion,N,f,
el experimento,experiment,N,m,
"listo, lista","clever, smart ",Adj,,with ser
la munición,ammunition,N,f,
la voluntad,"will, wish, want, desire",N,f,
el hoyo,hole,N,m,
el veneno,poison ,N,m,substance that is harmful or lethal to a living organism
tardar,to delay,V,,
estable,stable,Adj,,
la corporación,corporation,N,f,
el punto,point ,N,m,"a specific spot, location, or place"
el premio,"prize, award ",N,m,honour or reward
rayar,"to scratch, gouge",V,,
oficialmente,officially,Adv,,
cruel,"cruel, mean",Adj,,
terminal,"final, last",Adj,,
apostar, to bet,V,,transitive
fiel,"faithful, true",Adj,,
la juventud,youth,N,f,
el garaje,garage ,N,m,domestic storage for a car or motor repair facility
el heredero,heir,N,m,
la piedad,piety,N,f,
privar, to deprive,V,,transitive
el nervio,nerve,N,m,
pecar,to sin,V,,
regalar,"to give as a present, to gift",V,,
la persecución,persecution,N,f,
significar,to signify,V,,
el congreso,congress,N,m,
el pantano,"swamp, marsh",N,m,
pequeña,feminine singular of pequeño,Adj,,
alerta,"alert, vigilant",Adj,,
central,central,Adj,,
"sabio, sabia",learned,Adj,,
verdaderamente,truthfully,Adv,,
la visita,visit,N,f,
la placa,plate,N,f,
la tontería,something that is dumb,N,f,
la gloria,glory,N,f,
la sentencia,sentence,N,f,
la busca,search ,N,f,an attempt to find something
el deporte,sport,N,m,
"pacífico, pacífica",peaceful,Adj,,
apurar," to drain, use up completely",V,,transitive
imponer,"to impose, impress",V,,
"poderoso, poderosa",powerful,Adj,,
el resto,"rest, remainder",N,m,
la bruja,"witch, sorceress ",N,f,woman who practices witchcraft
gritar,"to shout, to scream, to cry out, to call out",V,,
el club,club ,N,m,association
la lección,lesson ,N,f,a section of learning or teaching
impresionante,impressive,Adj,,
celebrar,to celebrate,V,,
cuán,accented form of cuan ,Adv,,used when interrogative or exclamatory
la batalla,battle,N,f,
"medio, media",half ,Adj,,of or related to one of two equal divisions of a whole
podar,to prune,V,,
la gallina,hen,N,f,
el caos,chaos,N,m,
el bingo,bingo ,N,m,game
"eterno, eterna",eternal,Adj,,
el motel,motel,N,m,
gratis,"free, without charge",Adj,,
acordar, to agree,V,,intransitive
el muchacho,boy,N,m,
el callejón,"alley, side street",N,m,
el método,method,N,m,
el vidrio,glass,N,m,
refugiar," to shelter, to provide shelter for",V,,transitive
el escudo,shield,N,m,
el héroe,hero,N,m,
claramente,clearly,Adv,,
la basura,"trash, waste, garbage, rubbish, nonsense",N,f,
"plástico, plástica",plastic ,Adj,,constructed of plastic
"pagado, pagada",paid,Adj,,
bastar, to be enough; to suffice,V,,intransitive
"ridículo, ridícula",ridiculous,Adj,,
"malvado, malvada","evil, wicked, mean, bad",Adj,,
la maravilla,"wonder, marvel",N,f,
"vaquero, vaquera",cowboy,Adj,,
la nena,female equivalent of nene; baby girl,N,f,
la princesa,princess,N,f,
la biblia,bible ,N,f,a comprehensive manual that describes something
el escuadrón,squadron,N,m,
la crisis,crisis,N,f,
basar,to base on,V,,
la secuencia,sequence,N,f,
emplear," to hire, to employ to give someone a job",V,,transitive
reír, to laugh,V,,"transitive, reflexive"
la pastilla,pill,N,f,
la fortaleza,fortress,N,f,
el dato,datum ,N,m,a single piece of information
la marihuana,marijuana,N,f,
"aniversario, aniversaria", annual; yearly,Adj,,rare
el taxi,taxi,N,m,
el gimnasio," gym, gymnasium a room or building equipped for indoor sports",N,m,exercise
cometer, to commit,V,,transitive
la morfina,"biochemistry, pharmacology morphine opioid used as an anaesthetic or recreational drug",N,f,"biochemistry, pharmacologyopioid used as an anaesthetic or recreational drug"
ocultar," to hide, to conceal",V,,transitive
apartar," to separate, to divide",V,,transitive
nuclear,nuclear,Adj,,
asegurar, to secure to make fast; to close or confine effectually,V,,transitive
la derrota,defeat,N,f,
la droga,drug,N,f,
el bordo," side, board",N,m,nautical
el límite,"limit, threshold, cutoff, cut-off",N,m,
desfilar, to parade,V,,intransitive
la autopista,"motorway, freeway",N,f,
la pandilla, gang,N,f,collective
sospechar,to suspect,V,,
penar, to punish,V,,transitive
la libertad,"liberty, freedom",N,f,
horrible,horrible,Adj,,
el cementerio,cemetery,N,m,
el papi, daddy father,N,m,colloquial
la fantasía,fantasy,N,f,
el desorden,disorder,N,m,
antecedente,precedent,Adj,,
,Misspelling of samurái.,N,,
la graduación,graduation,N,f,
el lentes,eyeglasses,N,m,
el pozo,well ,N,m,hole in the ground as a source of water or other fluids
"contento, contenta",content,Adj,,
cuan," how, to what extent",Adv,,dated
la alta, certificate of discharge from a hospital,N,f,medicine
adentro,inside ,Adv,,especially implying a motion into
asesinar, to murder,V,,transitive
el carajo, penis,N,m,vulgar
el/la pirata,pirate ,N,m/f,person who commits robbery at sea against other ships
el/la dentista,dentist,N,m/f,
el cheque,"cheque, blank cheque",N,m,
francamente,frankly,Adv,,
el quirófano,operating room,N,m,
el sitio,"site, place",N,m,
personalmente,personally,Adv,,
invisible,invisible,Adj,,
la época,"epoch, era, age, time, day",N,f,
la muchacha,"female equivalent of muchacho; girl, young lady",N,f,
quejar,"only used in se ... quejar, syntactic variant of quejarse",V,,
general,"general, overall",Adj,,
suceder,"to happen, to befall, to occur",V,,
el cuento,story,N,m,
el inspector,inspector,N,m,
practicar, to practice,V,,transitive
agachar,to lower,V,,
extrañar, to miss someone or something,V,,transitive
la nieve,snow,N,f,
la estructura,structure,N,f,
el estacionamiento,parking ,N,m,the action of the verb to park
confundir," to confuse, to throw off, to baffle, to perplex",V,,transitive
"preciso, precisa",precise,Adj,,
elegante,"elegant, graceful",Adj,,
fallar, to fail,V,,transitive
atrapar,to capture,V,,
revisar,to revise,V,,
acusar," to accuse, charge, indict",V,,transitive
la organización,organization,N,f,
el proyecto,"project, plan",N,m,
"falso, falsa",false; untrue,Adj,,
el director,director,N,m,
la república,republic,N,f,
el terror,horror ,N,m,genre
el sheriff,sheriff ,N,m,all senses
"asqueroso, asquerosa","disgusting, repulsive, gross, distasteful",Adj,,
la cirugía,surgery,N,f,
el sacrificio,sacrifice,N,m,
"humano, humana",human,Adj,,
fatal,fatal,Adj,,
el truco,trick,N,m,
sonar," to sound, to ring",V,,intransitive
la niebla,fog ,N,f,a thick cloud that forms near the ground
el tiburón,shark,N,m,
crecer,to grow,V,,
"paso, pasa",dried ,Adj,,said of fruit
quedar, to be as a result of something,V,,intransitive
la docena,dozen,N,f,
el daño,damage,N,m,
admitir,"to accept, to admit, to agree to, to concede",V,,
la plataforma,platform ,N,f,a raised stage used for speeches and performances
el bolso,purse,N,m,
la instrucción,instruction,N,f,
cantante,"who sings, singing",Adj,,
la coca,coca ,N,f,"any of the four cultivated plants which belong to the family Erythroxylaceae, native to western South America"
el subtítulo,"subtitle, subhead, subheading ",N,m,a heading below or after a title
la actitud,"posture, pose, stance",N,f,
la transmisión,"broadcast, transmission",N,f,
la huella,footprint ,N,f,impression of the foot in a soft substance
sexual,sexual ,Adj,,pertaining to the sex of an organism
sonreír, to smile,V,,intransitive
enfadar,"to anger, to make angry",V,,
"centavo, centava", hundredth,Adj,,fractional number
"sagrado, sagrada","holy, sacred",Adj,,
avisar," to tell, tip off, notify, inform",V,,transitive
asustar," to scare, to frighten, to spook",V,,transitive
dañar," to damage, to harm, to hurt, to injure",V,,transitive
la vergüenza,shame,N,f,
espacial,spatial ,Adj,,pertaining to the dimension of space
la hambre,hunger,N,f,
la embajada,embassy,N,f,
"reverendo, reverenda","reverend, revered",Adj,,
causar,"to cause, to make",V,,
"extremo, extrema","extreme, dire",Adj,,
el trozo,piece,N,m,
tranquilizar," to calm, calm down",V,,transitive
cobarde,"cowardly, craven, gutless, spineless, dastardly",Adj,,
"roto, rota",broken,Adj,,
castigar,"to punish, to castigate ",V,,to cause to suffer for crime or misconduct
pelear, to fight to contend in physical conflict,V,,intransitive
el pasaje,"passing, crossing",N,m,
cruzar,to cross ,V,,including of legs
obviamente,obviously,Adv,,
el cañón, canyon,N,m,geography
el patrón,patron,N,m,
la paciencia,"patience, forbearance ",N,f,the quality of being patient
el vecindario,neighbourhood,N,m,
pasear," to stroll, to saunter, to promenade",V,,intransitive
valiente,"brave, courageous,  fearless",Adj,,
el análisis,analysis ,N,m,decomposition into parts
