pintar,"<ul>  <li> to put lipstick on oneself</li>  <li> to color one's hair</li>  <li> to make up one's face</li>  <li> to draw to depict with lines</li>  <li> to paint to apply paint to</li>  <li> to have to do somewhere</li>  <li> to look, to seem</li>  <li> to want</li>  <li> to paint to create an image with paints</li>  <li> to depict, portray as something</li></ul>",V,,transitive,
la alta,"<ul>  <li>entry into a profession or organization</li>  <li>feminine singular of alto</li>  <li> certificate of discharge from a hospital</li>  <li> tax declaration, tax return</li></ul>",N,f,medicine,
el ciento,<ul>  <li>hundred </li>  <li> hundreds an indefinite number consisting of several hundred</li></ul>,N,m,,
el champaña,Alternative form of champán,N,m,,
"entero, entera","<ul>  <li>whole; entire</li>  <li> whole number, integer</li></ul>",Adj,,,
el accidente,<ul>  <li>accident </li>  <li> accidental</li>  <li> feature</li></ul>,N,m,music,"incidente, percance, contratiempo, siniestro, suceso"
la electricidad,<ul>  <li>electricity</li>  <li>electrical current</li></ul>,N,f,,
generador,<ul>  <li>generator</li>  <li>generating </li></ul>,Adj,,,
móvil,"<ul>  <li>mobile</li>  <li>motive</li>  <li>sculpture, decorative arrangement or toy for small babies made of items hanging so that they can move independently from each other </li>  <li> cellular, cell phone US, mobile phone UK, Australia</li></ul>",Adj,,,
"romántico, romántica",romantic,Adj,,,
el ministro,minister,N,m,,
desagradable,"<ul>  <li>unpleasant, disagreeable, distasteful, off-putting, displeasing, unpleasing, bad, rude, unsavory, uncomfortable, unlikable, objectionable, painful, uncongenial, crappy, gnarly </li>  <li>nasty, ugly, unkind, objectionable, unsightly </li></ul>",Adj,,,
advertir,<ul>  <li>to notice</li>  <li> to warn</li></ul>,V,,transitive with de or with no preposition,
la estatua,statue,N,f,,
"poderoso, poderosa",powerful,Adj,,,
el priorato,<ul>  <li>priorate</li>  <li>priory</li></ul>,N,m,,
el cirujano,surgeon,N,m,,
la hada,<ul>  <li>fairy</li>  <li> one of the Fates</li></ul>,N,f,,
"generoso, generosa",generous,Adj,,,
increíble,"incredible, unbelievable",Adj,,,
dañar,"<ul>  <li> to damage, to harm, to hurt, to injure</li>  <li> to condemn</li></ul>",V,,transitive,"perjudicar, lastimar"
"fabuloso, fabulosa","<ul>  <li> fable, myth, legend; fabulous of or relating to fable, myth, or legend</li>  <li>fabulous </li></ul>",Adj,,relational,
la generación,generation,N,f,,
causar,"<ul>  <li>to inflict</li>  <li>to wreak, to bring, to provoke</li>  <li>to cause, to make</li></ul>",V,,,
"jodido, jodida","<ul>  <li> screwed, difficult, annoying</li>  <li> screwed, crappy, fucked</li>  <li> fucked up, screwed up</li>  <li> difficult</li>  <li> fucked, screwed</li>  <li> fucking, darned, crappy</li></ul>",Adj,,colloquial,
el anuncio,<ul>  <li>commercial</li>  <li>announcement</li>  <li>notice</li>  <li>advertisement</li></ul>,N,m,,
"horario, horaria","<ul>  <li>time</li>  <li>hours</li>  <li>hourly</li>  <li>timetable, schedule</li>  <li> hour, time</li></ul>",Adj,,,
la prisión,prison ,N,f,,"cárcel, penitenciaría, penal, CERESO,  Cereso"
"trasero, trasera","<ul>  <li>back, back-side, rear-side, posterior</li>  <li> behind, butt, rear-end, posterior</li></ul>",Adj,,,
"asqueroso, asquerosa","disgusting, repulsive, gross, distasteful",Adj,,,
el centímetro,centimetre,N,m,,
marchar,"<ul>  <li> to march</li>  <li> to leave</li>  <li> to go, travel</li>  <li> to function, work, run</li></ul>",V,,intransitive,"andar, ir"
casar,"<ul>  <li> to marry, wed someone to unite two others in wedlock</li>  <li> to get married, marry each other, one another</li>  <li> to wed, marry, get married [+ con object]</li>  <li> to match up, fit together</li>  <li> to marry off</li></ul>",V,,transitive,
pulsar,<ul>  <li>to pulsate</li>  <li> to click to press and release a button on a computer mouse</li>  <li>to press </li></ul>,V,,computing,
el tono,tone,N,m,,
ordenar,"<ul>  <li>to sort</li>  <li>to sort through, to sort out, to collect</li>  <li>to order</li>  <li> to ordain</li>  <li>to enjoin</li></ul>",V,,,
bromear," to joke, to kid to do or say something for amusement",V,,intransitive,
cantante,"<ul>  <li>who sings, singing</li>  <li>singer</li></ul>",Adj,,,
la niebla,fog ,N,f,,
bañar,"<ul>  <li> to bathe to clean a person by immersion in water or using water; to give someone a bath</li>  <li> to soak, to dip in</li>  <li> to bathe oneself</li></ul>",V,,transitive,
suficientemente,sufficiently,Adv,,,
la sociedad,"<ul>  <li>high society</li>  <li>community</li>  <li>association, partnership</li>  <li>company, firm, corporation</li>  <li>society, social order</li></ul>",N,f,,
la ilusión,"<ul>  <li>illusion</li>  <li>hope, expectation</li>  <li>wishful thinking</li>  <li>enthusiasm</li></ul>",N,f,,
duchar,<ul>  <li>to shower</li>  <li> to take a shower</li></ul>,V,,,
fingir,"<ul>  <li>to pretend </li>  <li>to fake, affect, feign</li></ul>",V,,,
la traducción,translation,N,f,,
el recuerdo,<ul>  <li>memory</li>  <li>souvenir</li></ul>,N,m,,
el pasaporte,passport,N,m,,
el cementerio,"<ul>  <li>junkyard, scrapyard</li>  <li>cemetery</li></ul>",N,m,," panteón, camposanto"
la fiebre,fever,N,f,,
la prisa,"hurry, rush, urgency",N,f,,"premura, apuro, urgencia"
la pirámide,pyramid,N,f,,
el naranjo,orange tree,N,m,,
enterrar,to bury; to entomb,V,,,
el pedazo,"<ul>  <li>piece, chunk, hunk, bit, bite </li>  <li>scrap </li>  <li>patch </li>  <li>shard </li>  <li>lump </li>  <li>slab </li></ul>",N,m,,"cacho, pieza, trozo, parte,  chonque"
torturar, to torture,V,,transitive,
el fotógrafo,photographer,N,m,,
la vacación,"vacation, holiday",N,f,,
intercambiar," to interchange, to exchange",V,,transitive,
el cristal,"<ul>  <li>glass, glassware</li>  <li>window pane</li>  <li>crystal</li></ul>",N,m,,
la maría,"<ul>  <li> doss subject UK; gut course US, in college</li>  <li> Former coin of Spain in the 17th century, equivalent to 12 reales de vellón</li>  <li> Indian immigrant from the countryside to Mexico City</li>  <li>Marie biscuit</li>  <li> uncultured woman</li>  <li>magpie </li>  <li> housewife</li></ul>",N,f,bird,"urraca, marica"
"secundario, secundaria",secondary,Adj,,,
progresar,to progress,V,,,
el concurso,<ul>  <li>game show</li>  <li>cooperation; aid</li>  <li>competition</li>  <li>concourse</li>  <li>bankruptcy</li></ul>,N,m,,"competición, competencia"
la garganta,<ul>  <li> gorge</li>  <li> throat</li></ul>,N,f,anatomy,
el expediente,"<ul>  <li> case, file</li>  <li>dossier</li></ul>",N,m,law,
el bingo,bingo ,N,m,game,
rayar,"<ul>  <li> to drive crazy, to go crazy, to freak out to annoy or irritate, cause someone to become insane</li>  <li>to scratch, gouge</li>  <li>to line, mark</li>  <li>to verge </li></ul>",V,,,
el conde,"count, earl ; countess in the feminine sense",N,m,nobility,
el muro,<ul>  <li> wall</li>  <li> wall on Facebook</li></ul>,N,m,physical,see Thesaurus:pared
procesar,<ul>  <li>to prosecute</li>  <li>to process</li></ul>,V,,,
el cuento,"<ul>  <li>story</li>  <li> tale, lie</li>  <li> one million</li></ul>",N,m,,"relato, narración"
identificar," to identify, to pinpoint",V,,transitive,
el borde,"<ul>  <li>edge, border, brink, verge, rim, margin</li>  <li>side </li>  <li>edging, fringe </li>  <li>ledge </li>  <li>brim, rim, lip </li></ul>",N,m,,
el senador,senator,N,m,,
el cariño,"<ul>  <li>affection, fondness</li>  <li> dear, darling, honey, love</li>  <li>gift</li>  <li>caress</li>  <li>wistfulness</li></ul>",N,m,,"afecto, amistad, aprecio, estima, querencia"
paciente,<ul>  <li> patient</li>  <li>patient</li></ul>,Adj,,,
conversar," to talk, converse",V,,intransitive,"charlar, platicar, tertuliar"
el volumen,volume ,N,m,,
la busca,<ul>  <li>search </li>  <li>inflection of buscar:</li></ul>,N,f,,
funeral,"<ul>  <li>funerary, funeral</li>  <li>funeral </li></ul>",Adj,,,"funerario, fúnebre"
el templo,temple ,N,m,,
"guerrero, guerrera","<ul>  <li>warrior</li>  <li>bellicose, warlike</li></ul>",Adj,,,"bélico, belicoso"
el idioma,language,N,m,,
retar,"<ul>  <li>to defy, challenge</li>  <li> to scold, reprimand</li>  <li>to call out </li>  <li>to dare</li></ul>",V,,,
"obvio, obvia",<ul>  <li>clear</li>  <li>obvious</li>  <li>first-person singular present indicative of obviar</li></ul>,Adj,,,
la justicia,<ul>  <li>the law</li>  <li>righteousness</li>  <li>justice</li></ul>,N,f,,
el procedimiento,<ul>  <li>procedure</li>  <li>method</li>  <li>proceedings</li></ul>,N,m,,
la fianza,<ul>  <li> suretyship</li>  <li>deposit </li>  <li> bail</li>  <li>bond</li></ul>,N,f,law,
la espera,wait,N,f,,
la porquería,"<ul>  <li>nonsense</li>  <li>crap, trash, filth, junk, rubbish</li></ul>",N,f,,
"sabio, sabia",<ul>  <li>learned person</li>  <li>prudent; wise</li>  <li>wise person</li>  <li>learned</li></ul>,Adj,,,
la hierba,<ul>  <li>grass </li>  <li>herb</li>  <li>weed</li>  <li> marijuana</li></ul>,N,f,,
policial,"<ul>  <li>police procedural</li>  <li>whodunit, whodunnit </li>  <li> Related to the police, police force</li></ul>",Adj,,Spain,"policíaco, policíaca, policiaco, policiaca"
el modo,"<ul>  <li>way, manner</li>  <li> no matter; there is no solution but oh well</li>  <li> mood</li></ul>",N,m,,"manera, forma"
merecer,"<ul>  <li> to have sex, used especially when talking about a nubile girl</li>  <li>to deserve</li></ul>",V,,,
privar,"<ul>  <li> to prohibit</li>  <li> to refrain from doing something</li>  <li> to deprive</li>  <li> to pass out, fall unconscious</li>  <li> to enjoy immensely gustar-like</li>  <li> to do without</li>  <li> to be in vogue</li></ul>",V,,transitive,
el judas,traitor,N,m,,
el pendejo,"<ul>  <li> arsehole, asshole, dirtbag, scumbag a contemptible person</li>  <li> perspicacious, perceptive, cunning, smart, clever, scoundrel</li>  <li> dumbass stupid person</li>  <li>pubic hair </li>  <li> coward</li>  <li> young boy</li>  <li> punk an adolescent who presumes to be an adult</li></ul>",N,m,,
discutir,"<ul>  <li>to discuss, to argue; to talk about</li>  <li> to examine some subject in detail</li></ul>",V,,,
la puta,"<ul>  <li> bitch</li>  <li> whore, slut, prostitute</li>  <li>feminine singular of puto</li></ul>",N,f,,"golfa, maraca, prostituta, ramera"
la bendición,<ul>  <li> baby</li>  <li>blessing</li></ul>,N,f,,
el modelo,<ul>  <li>model </li>  <li>fashion model</li></ul>,N,m,,
la oportunidad,"<ul>  <li>timeliness</li>  <li>opportunity, chance, shot, break, occasion, time </li></ul>",N,f,,
mover,"<ul>  <li> to wiggle e.g. one's ears, fingers, nose, toes</li>  <li> to swing e.g. a sword, a bat, a tennis racket, one's tail</li>  <li> to get a move on idiom</li>  <li> to wag e.g., an animal's tail wagging</li>  <li> to shift</li>  <li> to move to, to cause to</li>  <li> to move to cause to change place or posture</li>  <li> to budge, to stir, to twitch, to fidget, to move in an agitated manner</li>  <li> to move around, to get around, to drift i.e. make one's way about a place, to navigate or travel</li>  <li> to shake e.g. to shake one's head, to shake one's tail feather</li>  <li> to be moved by a performance, etc.</li>  <li> to move to change place or posture</li></ul>",V,,transitive,
extrañar,"<ul>  <li>to surprise, to wonder</li>  <li> to find something strange</li>  <li> to miss someone or something</li></ul>",V,,transitive,"añorar, echar de menos"
ojalá,<ul>  <li>if only</li>  <li>I hope so; let's hope so</li>  <li>I wish </li>  <li>God grant  followed by present subjunctive</li>  <li>God willing</li>  <li>I hope ; let's hope  followed by present subjunctive</li>  <li>hopefully </li></ul>,Adv,,,
el daño,damage,N,m,,
fácil,"<ul>  <li>easy-to-use, user-friendly </li>  <li>easy, facile, simple </li>  <li> easy being readily available for sex</li>  <li>easily</li>  <li> gullible, credulous</li></ul>",Adj,,slang,
cazador,<ul>  <li>rifleman</li>  <li>hunter</li>  <li>light cavalryman</li>  <li>light infantryman</li>  <li>hunting</li></ul>,Adj,,,
la superficie,<ul>  <li>area </li>  <li>surface</li></ul>,N,f,,
negociar,"<ul>  <li>to negotiate</li>  <li>to trade</li>  <li> to make money, make profit</li></ul>",V,,,
volante,<ul>  <li>flying</li>  <li>loose</li>  <li> winger</li>  <li>flyer</li>  <li> steering wheel</li>  <li>driver</li>  <li>shuttlecock</li></ul>,Adj,,,
retroceder,"<ul>  <li> to regress</li>  <li> to retreat, to fall back, to recede, to draw back</li>  <li> to recoil</li>  <li> to back up, to go back, to step back, to move backward, to shrink back</li>  <li> to backtrack</li></ul>",V,,intransitive,
pescar,"<ul>  <li> to get</li>  <li> to search, or fish for information</li>  <li>to fish</li>  <li> to screw, to get action have sex</li>  <li>to angle</li>  <li> to mind, pay attention to a person</li>  <li> to catch</li></ul>",V,,,
el pecado,sin,N,m,,
reír, to laugh,V,,"transitive, reflexive",
el maquillaje,makeup,N,m,,
la data,date ,N,f,,
"centavo, centava",<ul>  <li>cent </li>  <li> hundredth</li></ul>,Adj,,,"centésimo, céntimo"
destruir,to destroy,V,,,
secuestrar,"<ul>  <li>to kidnap, to abduct</li>  <li>to hijack </li>  <li> to sequester, to seize</li></ul>",V,,,
proponer,"<ul>  <li> to move</li>  <li>to propose, to propound, to put forth, to put forward, to bring forward, to suggest</li>  <li> to put one's mind to</li>  <li>to nominate </li></ul>",V,,,
la corona,"<ul>  <li> crown</li>  <li> corona</li>  <li>crown </li>  <li>washer</li>  <li> larger part of a pair of gear wheels</li>  <li>crown</li>  <li>sprocket;  cassette</li>  <li>wreath; ring, circle</li></ul>",N,f,,
"correcto, correcta","<ul>  <li>correct, right</li>  <li>well-behaved</li></ul>",Adj,,,
fascinante,fascinating,Adj,,,
genial,"<ul>  <li>ingenious</li>  <li>splendid, gorgeous</li>  <li>great, cool, neat</li>  <li>genial, pleasant</li></ul>",Adj,,,see Thesaurus:guay
el reporte,report,N,m,,
"violento, violenta",<ul>  <li>violent</li>  <li>first-person singular present indicative of violentar</li></ul>,Adj,,,
el chocolate,<ul>  <li> hashish the leaves of the Indian hemp plant</li>  <li>chocolate </li>  <li>hot chocolate </li></ul>,N,m,slang,
"espantoso, espantosa","<ul>  <li>hideous, appalling, atrocious, horrid</li>  <li>frightful, frightening, scary, fearful, terrifying, shocking</li>  <li>ghastly, gruesome, dreadful, awful, godawful, horrific, horrendous, horrible, terrible</li></ul>",Adj,,,"horrible, horripilante, horroroso, horrendo, terrible"
el acto,"<ul>  <li>ceremony, function</li>  <li>act </li>  <li> act</li></ul>",N,m,theater,
el/la psiquiatra,psychiatrist,N,m/f,,
el oxígeno,oxygen,N,m,,
el golf,golf,N,m,,
callar,"<ul>  <li> to be silent, to shut up</li>  <li>to not mention</li>  <li> to hush, to make silent</li>  <li> to hush, to become silent</li>  <li>to calm</li>  <li>to keep silent</li></ul>",V,,,"calmar, tranquilizar"
el alguacil,"<ul>  <li> dragonfly, damselfly</li>  <li>sheriff</li>  <li>bailiff</li></ul>",N,m,,"sheriff, cherife"
el teniente,"<ul>  <li>having, holding</li>  <li>deputy</li>  <li>lieutenant</li></ul>",N,m,,
la estructura,structure,N,f,,
impresionar,to impress; to make an impression on,V,,,
"directo, directa","<ul>  <li> live</li>  <li>blunt, straight</li>  <li> live stream, stream</li>  <li>direct, straightforward</li></ul>",Adj,,,
contentar,"<ul>  <li> to make do, settle</li>  <li> to please</li></ul>",V,,transitive,
la victoria,<ul>  <li>triumph</li>  <li>victory</li></ul>,N,f,,
la violación,<ul>  <li>violation</li>  <li>rape</li></ul>,N,f,,
"pánico, pánica","<ul>  <li>panic</li>  <li>pertaining to the god Pan</li>  <li>fear, fright</li>  <li>panic </li></ul>",Adj,,,
actual,"<ul>  <li>present, current</li>  <li> of the current month, year, etc.</li>  <li>present-day</li>  <li> actual, real</li>  <li>factual</li></ul>",Adj,,,
detrás,"<ul>  <li>behind, at the rear</li>  <li>after</li></ul>",Adv,,,
"automático, automática",automatic,Adj,,,
imaginar,"<ul>  <li>to imagine</li>  <li> to imagine, to suppose</li></ul>",V,,,
el petróleo,"petroleum, oil",N,m,,
estelar,"<ul>  <li> star; stellar of or relating to stars</li>  <li>stellar, extraordinary, outstanding</li></ul>",Adj,,relational,
"quieto, quieta",<ul>  <li>calm</li>  <li>first-person singular present indicative of quietar</li>  <li>still</li></ul>,Adj,,,
"paso, pasa",dried ,Adj,,,
el trozo,piece,N,m,,
la invitación,invitation,N,f,,
el heredero,heir,N,m,,
"peligroso, peligrosa","perilous, dangerous",Adj,,,
la risa,"<ul>  <li>laugh, laughter </li>  <li>laughter </li></ul>",N,f,,
la existencia,<ul>  <li> stock; inventory</li>  <li>existence</li></ul>,N,f,,
la organización,organization,N,f,,
la advertencia,<ul>  <li>advice</li>  <li>warning</li></ul>,N,f,,"aviso, advertimiento "
crecer,to grow,V,,,
freír,to fry,V,,,
"aniversario, aniversaria",<ul>  <li>birthday</li>  <li>anniversary</li>  <li> annual; yearly</li></ul>,Adj,,rare,
el desorden,<ul>  <li>untidiness</li>  <li>disorder</li></ul>,N,m,,
el satélite,satellite,N,m,,
el lord,lord ,N,m,,
el billete,"<ul>  <li> billet</li>  <li> ticket</li>  <li>banknote, bill </li>  <li> money</li></ul>",N,m,heraldry,
el vidrio,<ul>  <li>window</li>  <li>glass</li></ul>,N,m,,
súper," superb, great",Adj,,familiar,
"misterioso, misteriosa",<ul>  <li>uncanny </li>  <li>mystery </li>  <li>mysterious</li>  <li>eerie </li></ul>,Adj,,,
"hermoso, hermosa","gorgeous, beautiful, handsome, lovely",Adj,,,"apuesto,  guapo"
el escuadrón,squadron,N,m,,
"estupendo, estupenda","<ul>  <li>stupendous</li>  <li>peachy, marvellous, fantastic, great</li></ul>",Adj,,,
ensayar,"<ul>  <li>to test, to try out, to pilot, to experiment</li>  <li>to rehearse, to practice, to run lines</li>  <li>to assay</li></ul>",V,,,
el correo,<ul>  <li>mail</li>  <li> post office</li></ul>,N,m,,
el círculo,circle,N,m,,
la probabilidad,<ul>  <li>likelihood</li>  <li>chance</li>  <li>probability</li></ul>,N,f,,
la gasolina,"petrol, gasoline",N,f,," bencina,  nafta"
coser,to sew,V,,,
alegre,"<ul>  <li>joyful, cheerful</li>  <li>happy, joyous, merry</li>  <li>jaunty </li>  <li>lively</li>  <li> tipsy slightly drunk</li>  <li>light-hearted</li></ul>",Adj,,,
peligrar,to be in danger,V,,,
pelar,"<ul>  <li>to pluck </li>  <li> to lose one's hair, to go bald</li>  <li> to fleece</li>  <li>to strip </li>  <li> Chile to flirt</li>  <li> to matter</li>  <li> Chile to make out with a stranger at a social event</li>  <li>to unwrap</li>  <li> to spread negative gossip, run down, criticise somebody</li>  <li> to steal</li>  <li> to fray rope, wire</li>  <li>to shell </li>  <li>to cut the hair of</li>  <li>to exfoliate</li>  <li>to peel </li>  <li> to notice someone, to pay attention to someone</li>  <li> to have one's hair cut</li>  <li> to peel of skin, from the sun, etc.</li>  <li> Chile to steal</li>  <li>to skin </li></ul>",V,,,
la república,republic,N,f,,
la pata,"<ul>  <li>leg </li>  <li>pocket flap</li>  <li>paw, foot, leg </li>  <li>kickstand </li>  <li>tie, draw</li>  <li> human leg, foot often used in anger</li>  <li> footprint often used in anger</li></ul>",N,f,colloquial,
"preso, presa",<ul>  <li>imprisoned</li>  <li>prisoner</li></ul>,Adj,,,
personalmente,personally,Adv,,,
salvaje,"<ul>  <li> wild, savage untamed, not domesticated</li>  <li>savage</li>  <li>savage, feral, uncivilized </li></ul>",Adj,,,
